"srcbelt","partyid"
"oversamp","famgen","sex","attend","reg16","hompop","region","happy","partyid"
"partyid"
"region","partyid"
"relig16","family16","sibs","parborn","race","partyid"
"partyid"
"educ","partyid"
"sex","vetfam","rushed","region","partyid"
"mar1","srcbelt","reg16","partyid"
"happy","partyid"
